Customer,Category,Product,Quantity,Price,Total_Sales,Date
Bob,Automotive,Car Battery,6.0,177.12,1062.72,2023-10-04
Alice,Apparel,Pants,2.0,419.59,839.18,2023-06-02
Charlie,Automotive,Oil Filter,5.0,456.24,2281.2,2023-02-11
Charlie,Home Goods,Vacuum Cleaner,5.0,365.4,1827.0,2023-05-11
Frank,Toys,Action Figure,9.0,218.69,1968.21,2023-09-13
Bob,Automotive,Oil Filter,4.0,129.3,517.2,2023-12-09
Hannah,Electronics,Smartphone,6.0,105.06,630.36,2023-10-13
Emma,Automotive,Spark Plug,5.0,312.51,1562.55,2023-03-04
Hannah,Apparel,Pants,2.0,497.64,995.28,2023-02-16
Frank,Home Goods,Toaster,10.0,154.92,1549.2,2023-01-30
David,Apparel,Shoes,5.0,,0.0,2023-08-23
Bob,Home Goods,Blender,3.0,281.34,844.02,2023-11-10
Alice,Electronics,Headphones,5.0,64.65,323.25,2023-04-28
David,Home Goods,Toaster,6.0,159.24,0.0,2023-11-06
David,Toys,Puzzle,5.0,245.29,1226.45,2023-02-21
Hannah,Automotive,Oil Filter,5.0,,0.0,2023-05-17
David,Electronics,Headphones,2.0,167.2,334.4,2023-10-27
Bob,Apparel,Pants,6.0,195.9,1175.4,2023-06-10
Charlie,Electronics,Laptop,10.0,305.34,3053.4,2023-02-05
Frank,Electronics,Headphones,6.0,337.11,2022.66,2023-02-04
Alice,Electronics,Laptop,6.0,32.24,193.44,2023-02-03
Charlie,Toys,Action Figure,5.0,89.53,447.65,2023-01-14
Grace,Home Goods,Toaster,2.0,326.05,652.1,2023-01-17
Bob,Automotive,Oil Filter,5.0,,0.0,2023-04-18
Bob,Home Goods,Microwave,1.0,345.4,345.4,2023-12-20
Hannah,Automotive,Oil Filter,2.0,185.69,0.0,2023-05-24
Alice,Electronics,Headphones,9.0,398.07,3582.63,2023-07-25
Charlie,Apparel,Shoes,2.0,336.56,0.0,2023-03-17
Charlie,Home Goods,Vacuum Cleaner,1.0,88.49,88.49,2023-09-06
Bob,Home Goods,Vacuum Cleaner,6.0,245.92,1475.52,2023-04-21
Emma,Apparel,Jacket,5.0,63.62,0.0,2023-05-03
Alice,Electronics,Tablet,8.0,82.54,660.32,2023-07-28
David,Home Goods,Blender,1.0,301.24,301.24,2023-04-25
Charlie,Automotive,Oil Filter,8.0,31.37,250.96,2023-09-18
David,Automotive,Oil Filter,10.0,374.0,0.0,2023-03-02
Alice,Electronics,Headphones,1.0,58.17,58.17,2023-03-29
Alice,Electronics,Laptop,6.0,266.24,0.0,2023-03-06
Hannah,Toys,Board Game,1.0,14.75,14.75,2023-01-06
Charlie,Home Goods,Microwave,1.0,411.59,411.59,2023-05-05
David,Automotive,Oil Filter,3.0,222.08,666.24,2023-09-19
David,Home Goods,Microwave,9.0,,0.0,2023-12-14
Frank,Automotive,Spark Plug,6.0,383.42,2300.52,2023-09-09
Frank,Home Goods,Blender,1.0,100.7,0.0,2023-08-30
Grace,Toys,Toy Car,6.0,491.7,2950.2,2023-11-20
David,Toys,Board Game,6.0,257.54,1545.24,2023-02-24
Charlie,Toys,Action Figure,4.0,,0.0,2023-04-24
David,Apparel,Shoes,10.0,484.15,4841.5,2023-09-16
David,Electronics,Laptop,7.0,208.73,1461.11,2023-07-26
Frank,Electronics,Smartphone,7.0,123.59,865.13,2023-09-24
Frank,Electronics,Headphones,10.0,380.46,3804.6,2023-01-06
Grace,Apparel,Shirt,8.0,296.37,2370.96,2023-07-28
Grace,Apparel,Shirt,8.0,449.47,3595.76,2023-12-21
Frank,Apparel,Shirt,6.0,292.65,1755.9,2023-11-05
Hannah,Home Goods,Toaster,4.0,224.08,896.32,2023-06-29
Grace,Electronics,Laptop,7.0,147.12,1029.84,2023-10-29
Charlie,Electronics,Laptop,5.0,281.2,1406.0,2023-10-05
Grace,Home Goods,Toaster,2.0,169.69,339.38,2023-07-25
Frank,Home Goods,Vacuum Cleaner,2.0,270.86,541.72,2023-12-08
Charlie,Apparel,Jacket,6.0,216.84,1301.04,2023-04-23
Emma,Home Goods,Toaster,4.0,485.99,1943.96,2023-08-10
Frank,Electronics,Smartphone,9.0,474.53,4270.77,2023-03-09
Bob,Electronics,Headphones,3.0,,0.0,2023-09-18
Charlie,Apparel,Jacket,4.0,249.21,996.84,2023-04-27
Charlie,Home Goods,Microwave,1.0,174.61,0.0,2023-07-18
Hannah,Apparel,Pants,8.0,346.2,0.0,2023-02-27
Hannah,Toys,Action Figure,9.0,439.7,3957.3,2023-05-23
Frank,Automotive,Car Battery,10.0,437.28,4372.8,2023-09-27
Grace,Apparel,Pants,4.0,404.7,1618.8,2023-08-09
Charlie,Toys,Action Figure,10.0,414.97,4149.7,2023-08-03
Grace,Electronics,Smartphone,1.0,397.01,397.01,2023-10-06
Grace,Electronics,Headphones,6.0,397.08,2382.48,2023-09-17
David,Automotive,Tire,1.0,438.86,438.86,2023-04-11
Grace,Home Goods,Vacuum Cleaner,10.0,228.31,2283.1,2023-03-03
Bob,Automotive,Car Battery,4.0,484.11,1936.44,2023-05-10
Bob,Toys,Toy Car,4.0,344.47,0.0,2023-10-19
Alice,Apparel,Pants,6.0,397.62,2385.72,2023-07-05
Grace,Apparel,Shoes,10.0,224.63,2246.3,2023-07-10
Hannah,Electronics,Tablet,3.0,471.96,0.0,2023-12-15
Charlie,Automotive,Spark Plug,7.0,99.36,695.52,2023-12-20
Emma,Apparel,Pants,5.0,123.64,0.0,2023-03-24
Bob,Home Goods,Microwave,9.0,103.77,933.93,2023-06-29
David,Automotive,Oil Filter,7.0,432.0,3024.0,2023-07-15
Frank,Automotive,Oil Filter,2.0,430.69,861.38,2023-07-16
Frank,Apparel,Shirt,9.0,,0.0,2023-05-01
Bob,Electronics,Tablet,8.0,402.66,3221.28,2023-08-22
David,Automotive,Tire,1.0,323.78,323.78,2023-09-19
Hannah,Apparel,Pants,9.0,280.65,2525.85,2023-08-15
Frank,Apparel,Shoes,10.0,110.72,1107.2,2023-07-23
Bob,Apparel,Shirt,4.0,50.04,200.16,2023-12-03
Alice,Toys,Toy Car,3.0,38.93,116.79,2023-03-15
Emma,Automotive,Spark Plug,5.0,251.58,1257.9,2023-02-13
Frank,Home Goods,Blender,7.0,446.78,0.0,2023-11-01
Hannah,Automotive,Car Battery,7.0,370.85,2595.95,2023-02-23
Bob,Automotive,Oil Filter,3.0,83.52,250.56,2023-07-11
David,Apparel,Shoes,3.0,245.87,737.61,2023-08-26
David,Apparel,Shirt,5.0,110.65,553.25,2023-08-15
Hannah,Home Goods,Toaster,1.0,156.96,156.96,2023-01-25
Charlie,Toys,Toy Car,8.0,7.34,58.72,2023-07-11
Emma,Toys,Board Game,9.0,413.82,3724.38,2023-07-26
Emma,Home Goods,Blender,3.0,359.95,0.0,2023-09-30
Alice,Electronics,Headphones,6.0,98.42,0.0,2023-01-20
Charlie,Electronics,Headphones,3.0,397.83,0.0,2023-06-26
Hannah,Automotive,Tire,7.0,275.39,0.0,2023-10-18
Bob,Home Goods,Blender,10.0,471.08,4710.8,2023-04-06
Emma,Home Goods,Vacuum Cleaner,4.0,495.02,1980.08,2023-09-13
David,Electronics,Tablet,8.0,129.65,1037.2,2023-09-22
Grace,Automotive,Spark Plug,7.0,169.23,1184.61,2023-06-06
Bob,Apparel,Shirt,10.0,250.03,2500.3,2023-03-23
Grace,Automotive,Oil Filter,1.0,149.38,149.38,2023-02-15
Bob,Apparel,Shirt,7.0,71.64,501.48,2023-11-03
Bob,Electronics,Laptop,10.0,286.46,2864.6,2023-12-26
Frank,Electronics,Smartphone,8.0,389.27,0.0,2023-11-22
Bob,Automotive,Spark Plug,4.0,228.43,0.0,2023-04-19
David,Home Goods,Vacuum Cleaner,10.0,324.42,3244.2,2023-02-28
Emma,Automotive,Car Battery,2.0,191.13,382.26,2023-03-02
Frank,Toys,Action Figure,3.0,365.2,1095.6,2023-01-20
Hannah,Apparel,Pants,4.0,261.39,1045.56,2023-10-07
David,Apparel,Pants,2.0,90.39,180.78,2023-09-22
David,Apparel,Shoes,10.0,435.71,0.0,2023-10-15
Hannah,Apparel,Jacket,9.0,,0.0,2023-07-09
Charlie,Home Goods,Toaster,,328.66,0.0,2023-01-27
David,Toys,Action Figure,9.0,117.11,1053.99,2023-01-29
David,Toys,Toy Car,8.0,323.34,0.0,2023-08-29
Hannah,Home Goods,Toaster,3.0,427.96,1283.88,2023-02-09
Charlie,Automotive,Oil Filter,7.0,357.34,0.0,2023-05-11
Emma,Apparel,Shoes,,193.18,0.0,2023-01-17
Emma,Home Goods,Blender,7.0,324.37,2270.59,2023-08-15
Charlie,Home Goods,Microwave,2.0,91.32,0.0,2023-07-17
Charlie,Toys,Action Figure,7.0,145.63,1019.41,2023-06-06
Grace,Electronics,Smartphone,6.0,229.39,0.0,2023-08-07
Charlie,Toys,Toy Car,7.0,343.57,2404.99,2023-06-19
Frank,Electronics,Headphones,7.0,381.7,2671.9,2023-02-13
Hannah,Toys,Puzzle,3.0,5.11,15.33,2023-04-22
Alice,Apparel,Shirt,5.0,158.18,0.0,2023-04-25
Bob,Home Goods,Toaster,6.0,359.56,0.0,2023-04-04
Hannah,Electronics,Smartphone,5.0,279.11,0.0,2023-12-26
Frank,Home Goods,Blender,10.0,206.05,0.0,2023-07-07
Grace,Electronics,Headphones,2.0,393.12,786.24,2023-07-11
Grace,Electronics,Smartphone,8.0,261.96,0.0,2023-07-28
Frank,Electronics,Laptop,3.0,475.4,1426.2,2023-03-27
Emma,Home Goods,Vacuum Cleaner,10.0,186.2,1862.0,2023-03-26
Charlie,Automotive,Car Battery,1.0,490.88,490.88,2023-03-31
Charlie,Home Goods,Toaster,,257.1,0.0,2023-04-01
David,Home Goods,Toaster,4.0,,0.0,2023-05-18
Bob,Electronics,Headphones,9.0,489.7,4407.3,2023-10-15
Charlie,Apparel,Shirt,4.0,389.99,1559.96,2023-10-27
Hannah,Toys,Toy Car,8.0,159.51,1276.08,2023-05-18
Charlie,Automotive,Spark Plug,10.0,82.01,820.1,2023-08-12
Emma,Automotive,Car Battery,3.0,30.84,0.0,2023-03-25
Frank,Toys,Board Game,4.0,499.04,1996.16,2023-06-26
Charlie,Apparel,Jacket,2.0,129.86,259.72,2023-03-29
Frank,Apparel,Shoes,1.0,221.63,221.63,2023-12-22
Charlie,Automotive,Oil Filter,2.0,399.71,0.0,2023-09-28
Alice,Home Goods,Vacuum Cleaner,8.0,182.3,1458.4,2023-11-13
Grace,Toys,Action Figure,1.0,56.16,56.16,2023-11-13
Alice,Home Goods,Microwave,4.0,198.02,0.0,2023-02-19
Bob,Apparel,Pants,5.0,191.95,959.75,2023-04-19
Frank,Home Goods,Vacuum Cleaner,7.0,,0.0,2023-12-31
Grace,Toys,Puzzle,2.0,327.51,0.0,2023-06-25
Hannah,Automotive,Spark Plug,4.0,86.56,346.24,2023-01-10
David,Toys,Action Figure,7.0,119.49,836.43,2023-08-21
Emma,Home Goods,Blender,2.0,219.68,439.36,2023-02-18
Frank,Automotive,Spark Plug,5.0,344.62,0.0,2023-04-13
Frank,Toys,Toy Car,,352.5,0.0,2023-06-05
Alice,Toys,Board Game,10.0,21.36,213.6,2023-07-18
Hannah,Home Goods,Microwave,1.0,67.49,0.0,2023-12-06
Charlie,Electronics,Smartphone,7.0,304.87,2134.09,2023-11-14
David,Home Goods,Vacuum Cleaner,,254.1,0.0,2023-09-30
Alice,Home Goods,Vacuum Cleaner,3.0,297.15,891.45,2023-07-23
Hannah,Electronics,Smartphone,2.0,462.68,925.36,2023-12-21
Emma,Apparel,Shirt,9.0,298.33,2684.97,2023-05-29
Charlie,Electronics,Laptop,8.0,52.19,417.52,2023-02-14
Bob,Toys,Toy Car,2.0,340.05,680.1,2023-06-01
Alice,Automotive,Spark Plug,8.0,,0.0,2023-01-14
Emma,Automotive,Oil Filter,2.0,20.01,40.02,2023-03-29
Hannah,Apparel,Shirt,9.0,401.45,0.0,2023-02-23
Grace,Home Goods,Microwave,10.0,110.45,1104.5,2023-09-05
Bob,Automotive,Spark Plug,4.0,95.78,383.12,2023-08-28
Emma,Electronics,Smartphone,5.0,179.22,896.1,2023-09-27
Frank,Electronics,Laptop,,251.11,0.0,2023-03-12
Hannah,Toys,Action Figure,7.0,339.36,2375.52,2023-06-23
Grace,Toys,Board Game,10.0,225.6,2256.0,2023-03-09
Charlie,Electronics,Tablet,6.0,358.55,2151.3,2023-11-24
Alice,Apparel,Shirt,6.0,156.66,939.96,2023-05-25
Alice,Automotive,Car Battery,6.0,81.88,491.28,2023-10-15
Frank,Home Goods,Toaster,8.0,349.06,0.0,2023-02-01
Alice,Toys,Board Game,2.0,225.65,451.3,2023-02-06
Grace,Electronics,Tablet,10.0,,0.0,2023-08-25
Bob,Apparel,Shoes,1.0,330.29,330.29,2023-07-24
Charlie,Apparel,Shoes,7.0,38.11,266.77,2023-03-14
Grace,Apparel,Jacket,9.0,21.9,197.1,2023-05-28
Emma,Toys,Board Game,10.0,471.41,4714.1,2023-08-10
Hannah,Apparel,Pants,10.0,184.49,1844.9,2023-04-02
Grace,Home Goods,Vacuum Cleaner,6.0,380.07,2280.42,2023-08-15
Frank,Electronics,Headphones,6.0,421.84,2531.04,2023-05-31
Charlie,Home Goods,Blender,6.0,52.96,317.76,2023-11-19
Bob,Automotive,Tire,7.0,256.88,1798.16,2023-06-13
Frank,Electronics,Smartphone,3.0,290.96,872.88,2023-07-05
Hannah,Toys,Action Figure,7.0,359.15,2514.05,2023-09-27
Bob,Home Goods,Vacuum Cleaner,8.0,387.56,3100.48,2023-03-26
Grace,Toys,Toy Car,7.0,120.21,841.47,2023-09-15
Charlie,Automotive,Tire,9.0,272.34,2451.06,2023-08-31
Grace,Apparel,Shoes,5.0,261.93,1309.65,2023-07-17
David,Toys,Board Game,7.0,411.99,2883.93,2023-10-23
Charlie,Toys,Action Figure,6.0,228.41,0.0,2023-10-01
Emma,Toys,Action Figure,9.0,71.92,0.0,2023-06-30
Grace,Toys,Toy Car,7.0,196.36,1374.52,2023-04-25
Alice,Electronics,Tablet,10.0,332.66,3326.6,2023-05-09
David,Home Goods,Blender,7.0,438.1,3066.7,2023-05-08
Alice,Toys,Puzzle,3.0,189.99,569.97,2023-09-15
Alice,Home Goods,Blender,3.0,,0.0,2023-07-02
Bob,Toys,Board Game,,93.34,0.0,2023-11-07
Bob,Toys,Action Figure,6.0,380.1,2280.6,2023-05-02
Bob,Electronics,Tablet,9.0,157.31,1415.79,2023-10-28
Hannah,Apparel,Shoes,10.0,133.69,1336.9,2023-09-06
Bob,Automotive,Oil Filter,3.0,449.95,1349.85,2023-01-31
Charlie,Electronics,Smartphone,10.0,285.22,2852.2,2023-09-17
Alice,Home Goods,Toaster,5.0,318.29,1591.45,2023-04-04
Alice,Toys,Board Game,10.0,179.36,1793.6,2023-01-26
David,Apparel,Jacket,4.0,363.68,0.0,2023-07-12
Bob,Home Goods,Vacuum Cleaner,10.0,18.77,187.7,2023-01-21
Alice,Automotive,Oil Filter,10.0,138.63,1386.3,2023-04-21
Charlie,Apparel,Shoes,7.0,23.73,166.11,2023-06-17
Hannah,Electronics,Tablet,9.0,488.45,4396.05,2023-01-14
Frank,Home Goods,Vacuum Cleaner,9.0,,0.0,2023-04-16
Hannah,Apparel,Jacket,6.0,174.3,1045.8,2023-03-03
Alice,Apparel,Jacket,3.0,415.53,0.0,2023-07-10
Grace,Toys,Board Game,5.0,361.38,1806.9,2023-11-06
Alice,Electronics,Headphones,5.0,147.29,736.45,2023-05-10
Grace,Home Goods,Toaster,,258.89,0.0,2023-03-07
David,Electronics,Headphones,2.0,171.8,343.6,2023-02-16
Grace,Home Goods,Vacuum Cleaner,1.0,43.1,43.1,2023-09-20
Alice,Apparel,Shirt,4.0,348.14,1392.56,2023-06-10
Grace,Automotive,Car Battery,2.0,110.62,0.0,2023-04-23
Charlie,Electronics,Headphones,9.0,17.47,157.23,2023-04-14
Emma,Electronics,Headphones,8.0,30.18,0.0,2023-08-21
Grace,Apparel,Shirt,3.0,11.41,34.23,2023-07-31
Alice,Apparel,Pants,3.0,161.64,484.92,2023-03-04
Frank,Home Goods,Blender,10.0,388.04,0.0,2023-12-26
Hannah,Automotive,Car Battery,1.0,266.49,266.49,2023-04-01
Bob,Toys,Toy Car,4.0,148.15,0.0,2023-07-03
Frank,Home Goods,Toaster,1.0,455.5,455.5,2023-03-26
David,Toys,Toy Car,6.0,190.58,0.0,2023-01-17
Bob,Apparel,Pants,3.0,277.94,833.82,2023-03-25
Hannah,Electronics,Headphones,1.0,482.97,482.97,2023-11-07
Charlie,Automotive,Tire,6.0,48.0,288.0,2023-03-23
Frank,Automotive,Oil Filter,8.0,485.79,3886.32,2023-10-12
David,Electronics,Laptop,6.0,485.66,2913.96,2023-12-09
Alice,Electronics,Laptop,2.0,,0.0,2023-05-30
David,Toys,Board Game,6.0,378.47,2270.82,2023-02-02
David,Home Goods,Blender,6.0,358.46,2150.76,2023-07-12
Hannah,Automotive,Spark Plug,7.0,455.92,3191.44,2023-11-28
David,Automotive,Oil Filter,9.0,169.04,1521.36,2023-03-05
Frank,Toys,Puzzle,6.0,175.4,1052.4,2023-10-26
Bob,Apparel,Shoes,2.0,145.68,291.36,2023-03-24
Bob,Toys,Toy Car,7.0,122.65,858.55,2023-02-12
Emma,Electronics,Laptop,5.0,94.14,470.7,2023-08-14
Charlie,Electronics,Tablet,9.0,498.39,4485.51,2023-05-23
Grace,Apparel,Jacket,8.0,162.12,1296.96,2023-03-19
Charlie,Toys,Board Game,3.0,189.43,568.29,2023-04-02
Grace,Automotive,Tire,8.0,60.73,485.84,2023-12-03
Charlie,Electronics,Headphones,2.0,208.79,0.0,2023-11-29
Bob,Home Goods,Toaster,,,0.0,2023-08-20
Charlie,Toys,Action Figure,9.0,317.87,2860.83,2023-04-27
Alice,Automotive,Tire,1.0,254.01,254.01,2023-01-29
Charlie,Apparel,Shirt,1.0,356.81,356.81,2023-08-14
Frank,Electronics,Laptop,3.0,23.66,0.0,2023-06-14
Hannah,Home Goods,Blender,,91.66,0.0,2023-03-16
Bob,Apparel,Shirt,7.0,364.74,2553.18,2023-08-17
Hannah,Automotive,Car Battery,5.0,,0.0,2023-04-21
Grace,Home Goods,Toaster,9.0,344.05,0.0,2023-10-28
Alice,Electronics,Headphones,5.0,81.82,409.1,2023-11-03
Bob,Apparel,Shirt,2.0,154.76,309.52,2023-02-06
Bob,Electronics,Laptop,7.0,301.54,2110.78,2023-08-12
Alice,Automotive,Tire,3.0,251.36,754.08,2023-07-08
Emma,Electronics,Laptop,3.0,253.32,759.96,2023-12-30
Hannah,Home Goods,Microwave,,129.39,0.0,2023-07-31
David,Electronics,Tablet,5.0,431.12,2155.6,2023-12-17
Alice,Apparel,Shoes,4.0,80.08,0.0,2023-10-01
David,Automotive,Tire,,128.26,0.0,2023-10-06
Charlie,Electronics,Smartphone,,270.79,0.0,2023-08-30
Emma,Home Goods,Toaster,4.0,174.72,698.88,2023-12-22
Frank,Apparel,Shoes,10.0,464.75,4647.5,2023-09-27
David,Toys,Action Figure,7.0,215.23,1506.61,2023-12-19
Emma,Automotive,Oil Filter,8.0,487.94,3903.52,2023-09-17
Alice,Toys,Board Game,1.0,261.28,261.28,2023-07-21
Hannah,Electronics,Headphones,5.0,294.84,1474.2,2023-06-24
Frank,Automotive,Oil Filter,6.0,489.57,2937.42,2023-02-26
Emma,Automotive,Car Battery,8.0,498.47,3987.76,2023-06-18
Hannah,Apparel,Shirt,9.0,448.98,4040.82,2023-08-17
Charlie,Toys,Puzzle,4.0,385.19,1540.76,2023-07-10
Frank,Toys,Toy Car,8.0,197.38,1579.04,2023-12-09
Emma,Home Goods,Blender,9.0,80.44,723.96,2023-06-15
Charlie,Home Goods,Microwave,3.0,414.6,1243.8,2023-04-19
Emma,Home Goods,Toaster,1.0,211.05,211.05,2023-08-14
David,Home Goods,Toaster,10.0,294.93,2949.3,2023-08-21
David,Home Goods,Blender,6.0,287.7,1726.2,2023-04-25
Hannah,Automotive,Oil Filter,10.0,217.72,2177.2,2023-09-13
Charlie,Electronics,Laptop,4.0,279.87,1119.48,2023-11-10
Bob,Home Goods,Vacuum Cleaner,9.0,281.38,2532.42,2023-01-13
Bob,Home Goods,Toaster,2.0,112.93,0.0,2023-01-31
Hannah,Electronics,Tablet,3.0,78.3,234.9,2023-03-06
Hannah,Apparel,Shirt,6.0,143.29,859.74,2023-01-28
Grace,Toys,Puzzle,9.0,57.28,515.52,2023-12-14
Grace,Home Goods,Blender,,483.8,0.0,2023-05-26
Emma,Toys,Board Game,2.0,365.55,731.1,2023-07-27
Charlie,Home Goods,Blender,8.0,353.47,2827.76,2023-07-28
David,Automotive,Tire,3.0,148.4,445.2,2023-09-24
Emma,Apparel,Jacket,10.0,183.05,1830.5,2023-01-25
David,Electronics,Tablet,1.0,447.44,447.44,2023-01-04
Charlie,Electronics,Tablet,3.0,61.08,183.24,2023-12-23
Bob,Apparel,Shoes,2.0,269.95,539.9,2023-07-23
Grace,Home Goods,Microwave,4.0,26.57,106.28,2023-04-23
Alice,Electronics,Headphones,10.0,99.25,992.5,2023-05-08
Alice,Automotive,Spark Plug,7.0,271.6,1901.2,2023-05-16
Bob,Apparel,Pants,1.0,365.74,365.74,2023-11-27
Charlie,Apparel,Jacket,8.0,274.16,2193.28,2023-03-22
David,Automotive,Tire,5.0,27.29,136.45,2023-06-23
Alice,Apparel,Jacket,7.0,141.7,0.0,2023-10-16
Frank,Electronics,Smartphone,3.0,374.98,0.0,2023-05-31
Emma,Apparel,Shoes,10.0,16.18,0.0,2023-09-16
Alice,Home Goods,Toaster,7.0,25.69,179.83,2023-10-31
David,Toys,Board Game,4.0,50.83,203.32,2023-03-11
Alice,Automotive,Spark Plug,3.0,214.65,643.95,2023-03-31
Charlie,Apparel,Shoes,6.0,465.42,2792.52,2023-04-29
Bob,Apparel,Shoes,9.0,263.96,2375.64,2023-07-31
Grace,Automotive,Spark Plug,,288.66,0.0,2023-03-17
Alice,Electronics,Headphones,2.0,69.15,138.3,2023-02-28
Hannah,Home Goods,Microwave,10.0,357.81,3578.1,2023-11-07
Grace,Automotive,Oil Filter,9.0,282.76,2544.84,2023-06-12
Grace,Toys,Puzzle,3.0,17.17,51.51,2023-10-15
Alice,Electronics,Headphones,10.0,99.59,995.9,2023-10-09
Alice,Toys,Toy Car,6.0,41.27,247.62,2023-06-23
Charlie,Apparel,Pants,9.0,340.61,3065.49,2023-12-21
Emma,Electronics,Smartphone,7.0,178.61,1250.27,2023-07-04
Alice,Apparel,Shoes,2.0,124.49,248.98,2023-08-29
David,Toys,Action Figure,5.0,181.9,909.5,2023-08-04
Hannah,Home Goods,Microwave,1.0,263.37,263.37,2023-09-13
Emma,Home Goods,Microwave,6.0,128.29,769.74,2023-10-14
David,Automotive,Car Battery,2.0,169.21,338.42,2023-11-19
Frank,Automotive,Car Battery,7.0,9.03,63.21,2023-02-06
Emma,Toys,Toy Car,5.0,201.77,1008.85,2023-10-16
Grace,Home Goods,Blender,6.0,231.72,1390.32,2023-09-19
Bob,Toys,Puzzle,7.0,443.35,3103.45,2023-03-08
Frank,Toys,Toy Car,2.0,76.61,153.22,2023-11-06
Alice,Automotive,Car Battery,10.0,93.07,930.7,2023-04-02
Frank,Home Goods,Microwave,9.0,9.95,0.0,2023-08-29
Emma,Home Goods,Blender,5.0,116.4,582.0,2023-05-14
Charlie,Home Goods,Blender,4.0,195.25,781.0,2023-06-25
Emma,Electronics,Smartphone,4.0,286.85,1147.4,2023-06-01
Grace,Apparel,Shoes,9.0,13.43,120.87,2023-09-14
Grace,Apparel,Pants,3.0,481.08,1443.24,2023-11-03
Alice,Automotive,Spark Plug,8.0,353.33,2826.64,2023-07-18
Bob,Home Goods,Microwave,3.0,483.82,0.0,2023-11-29
Emma,Apparel,Shirt,3.0,466.47,1399.41,2023-07-19
Grace,Electronics,Laptop,8.0,255.53,2044.24,2023-07-03
Frank,Apparel,Pants,6.0,393.7,2362.2,2023-01-18
Frank,Toys,Board Game,5.0,326.18,0.0,2023-01-29
Alice,Electronics,Smartphone,4.0,421.32,1685.28,2023-12-15
Bob,Apparel,Jacket,7.0,190.87,0.0,2023-03-08
Hannah,Electronics,Smartphone,1.0,461.57,461.57,2023-05-22
Hannah,Apparel,Jacket,6.0,389.34,0.0,2023-12-16
Hannah,Automotive,Car Battery,1.0,33.16,33.16,2023-11-22
Charlie,Home Goods,Microwave,7.0,277.8,1944.6,2023-12-06
Bob,Electronics,Smartphone,7.0,211.89,1483.23,2023-08-23
Alice,Electronics,Laptop,,451.55,0.0,2023-11-27
David,Apparel,Pants,3.0,137.62,412.86,2023-01-06
Hannah,Home Goods,Blender,2.0,372.08,744.16,2023-12-31
Hannah,Electronics,Tablet,1.0,368.62,368.62,2023-04-29
Bob,Home Goods,Vacuum Cleaner,5.0,126.41,632.05,2023-03-01
Alice,Toys,Puzzle,2.0,40.35,80.7,2023-06-13
Alice,Toys,Action Figure,9.0,241.87,2176.83,2023-07-24
Frank,Toys,Board Game,,249.26,0.0,2023-05-23
Frank,Electronics,Tablet,9.0,411.59,3704.31,2023-02-12
Emma,Electronics,Smartphone,5.0,377.41,1887.05,2023-11-21
Frank,Automotive,Oil Filter,8.0,332.95,2663.6,2023-04-02
Grace,Apparel,Shoes,4.0,19.9,79.6,2023-03-18
Hannah,Toys,Toy Car,4.0,22.06,0.0,2023-03-27
Hannah,Toys,Board Game,2.0,280.5,561.0,2023-05-21
Grace,Apparel,Pants,1.0,361.26,361.26,2023-09-08
Grace,Electronics,Laptop,6.0,169.63,1017.78,2023-04-15
Frank,Automotive,Oil Filter,4.0,,0.0,2023-02-17
Hannah,Electronics,Laptop,9.0,222.85,2005.65,2023-12-14
Emma,Toys,Board Game,8.0,251.79,0.0,2023-06-25
Frank,Home Goods,Blender,1.0,365.44,0.0,2023-04-09
Grace,Toys,Action Figure,7.0,291.08,2037.56,2023-04-29
Emma,Toys,Action Figure,10.0,248.41,2484.1,2023-08-11
Bob,Toys,Board Game,5.0,258.67,1293.35,2023-05-29
Hannah,Home Goods,Blender,5.0,344.43,1722.15,2023-05-06
Charlie,Home Goods,Vacuum Cleaner,7.0,105.56,0.0,2023-08-05
Emma,Apparel,Pants,10.0,198.24,1982.4,2023-07-11
David,Apparel,Shoes,4.0,392.78,1571.12,2023-07-07
Emma,Toys,Puzzle,3.0,170.51,0.0,2023-05-16
Hannah,Automotive,Tire,8.0,233.09,1864.72,2023-02-22
Emma,Toys,Puzzle,2.0,20.19,40.38,2023-12-07
Alice,Home Goods,Blender,3.0,282.24,0.0,2023-05-05
Alice,Automotive,Spark Plug,7.0,341.77,0.0,2023-10-26
Alice,Toys,Puzzle,2.0,446.07,892.14,2023-09-13
Bob,Apparel,Pants,5.0,94.68,473.4,2023-02-14
Charlie,Toys,Action Figure,10.0,125.26,1252.6,2023-09-07
Emma,Toys,Toy Car,10.0,98.86,988.6,2023-08-13
Hannah,Home Goods,Microwave,6.0,159.01,954.06,2023-03-16
David,Electronics,Tablet,5.0,120.16,0.0,2023-08-18
Hannah,Automotive,Oil Filter,7.0,252.07,0.0,2023-09-16
Bob,Apparel,Pants,7.0,259.33,1815.31,2023-05-24
Grace,Apparel,Shoes,3.0,,0.0,2023-10-31
Charlie,Toys,Board Game,,434.61,0.0,2023-06-27
Charlie,Toys,Toy Car,5.0,271.53,0.0,2023-12-16
Charlie,Home Goods,Blender,8.0,313.83,2510.64,2023-01-08
Charlie,Electronics,Headphones,4.0,255.39,1021.56,2023-03-28
Alice,Home Goods,Blender,3.0,279.21,837.63,2023-06-30
Alice,Apparel,Pants,7.0,187.36,0.0,2023-01-10
Hannah,Automotive,Spark Plug,10.0,315.41,3154.1,2023-08-07
